cliente,total_gasto,segmento
olist_usr_87400,1556.0,Bronze
olist_usr_88561,1556.0,Bronze
olist_usr_88596,1556.0,Bronze
olist_usr_10533,1556.0,Bronze
olist_usr_88847,1556.0,Bronze
olist_usr_32709,1556.0,Bronze
olist_usr_32765,1556.0,Bronze
olist_usr_24787,1556.0,Bronze
olist_usr_31826,1556.0,Bronze
olist_usr_43457,1556.0,Bronze
olist_usr_88812,1531.5,Bronze
olist_usr_62236,1509.0,Bronze
olist_usr_11634,1504.8,Bronze
olist_usr_46189,1494.0,Bronze
olist_usr_59934,1469.1,Bronze
olist_usr_51941,1451.0,Bronze
olist_usr_64524,1434.9,Bronze
olist_usr_61055,1427.0,Bronze
olist_usr_14991,1424.7,Bronze
olist_usr_12027,1416.0,Bronze
olist_usr_73534,1409.1,Bronze
olist_usr_10715,1409.1,Bronze
olist_usr_30704,1406.6,Bronze
olist_usr_93391,1389.9,Bronze
olist_usr_29638,1385.7,Bronze
olist_usr_22134,1364.8,Bronze
olist_usr_34791,1331.5,Bronze
olist_usr_61696,1329.3000000000002,Bronze
olist_usr_71439,1304.9,Bronze
olist_usr_65186,1299.0,Bronze
olist_usr_35223,1296.9,Bronze
olist_usr_88986,1260.0,Bronze
olist_usr_56123,1260.0,Bronze
olist_usr_56072,1260.0,Bronze
olist_usr_59835,1260.0,Bronze
olist_usr_75210,1260.0,Bronze
olist_usr_56257,1260.0,Bronze
olist_usr_90358,1260.0,Bronze
olist_usr_90202,1260.0,Bronze
olist_usr_96941,1260.0,Bronze
olist_usr_40571,1260.0,Bronze
olist_usr_71671,1260.0,Bronze
olist_usr_71609,1260.0,Bronze
olist_usr_89859,1260.0,Bronze
olist_usr_56215,1260.0,Bronze
olist_usr_13883,1260.0,Bronze
olist_usr_43738,1260.0,Bronze
olist_usr_95953,1260.0,Bronze
olist_usr_98598,1260.0,Bronze
olist_usr_59117,1260.0,Bronze
olist_usr_33804,1260.0,Bronze
olist_usr_10125,1260.0,Bronze
olist_usr_89297,1260.0,Bronze
olist_usr_19495,1260.0,Bronze
olist_usr_74975,1260.0,Bronze
olist_usr_58707,1260.0,Bronze
olist_usr_11872,1260.0,Bronze
olist_usr_74442,1260.0,Bronze
olist_usr_31803,1260.0,Bronze
olist_usr_34379,1260.0,Bronze
olist_usr_59302,1260.0,Bronze
olist_usr_71061,1260.0,Bronze
olist_usr_46312,1260.0,Bronze
olist_usr_75480,1260.0,Bronze
olist_usr_75679,1260.0,Bronze
olist_usr_86615,1260.0,Bronze
olist_usr_60666,1260.0,Bronze
olist_usr_60975,1260.0,Bronze
olist_usr_93872,1260.0,Bronze
olist_usr_94605,1260.0,Bronze
olist_usr_94076,1260.0,Bronze
olist_usr_94559,1260.0,Bronze
olist_usr_94560,1260.0,Bronze
olist_usr_25658,1260.0,Bronze
olist_usr_94728,1260.0,Bronze
olist_usr_25674,1260.0,Bronze
olist_usr_68926,1260.0,Bronze
olist_usr_12539,1260.0,Bronze
olist_usr_94351,1260.0,Bronze
olist_usr_61510,1260.0,Bronze
olist_usr_55114,1260.0,Bronze
olist_usr_76064,1260.0,Bronze
olist_usr_77719,1260.0,Bronze
olist_usr_77426,1260.0,Bronze
olist_usr_90901,1260.0,Bronze
olist_usr_69976,1260.0,Bronze
olist_usr_46820,1260.0,Bronze
olist_usr_15305,1260.0,Bronze
olist_usr_29612,1260.0,Bronze
olist_usr_86105,1260.0,Bronze
olist_usr_47214,1260.0,Bronze
olist_usr_28113,1260.0,Bronze
olist_usr_70554,1260.0,Bronze
olist_usr_62273,1260.0,Bronze
olist_usr_94343,1260.0,Bronze
olist_usr_61113,1260.0,Bronze
olist_usr_25930,1260.0,Bronze
olist_usr_35302,1260.0,Bronze
olist_usr_85603,1260.0,Bronze
olist_usr_77083,1260.0,Bronze
olist_usr_61862,1260.0,Bronze
olist_usr_18127,1260.0,Bronze
olist_usr_97414,1260.0,Bronze
olist_usr_68852,1260.0,Bronze
olist_usr_68654,1260.0,Bronze
olist_usr_68438,1260.0,Bronze
olist_usr_21233,1260.0,Bronze
olist_usr_48488,1260.0,Bronze
olist_usr_35579,1260.0,Bronze
olist_usr_11365,1260.0,Bronze
olist_usr_23376,1260.0,Bronze
olist_usr_53255,1260.0,Bronze
olist_usr_29650,1260.0,Bronze
olist_usr_40027,1260.0,Bronze
olist_usr_39288,1260.0,Bronze
olist_usr_39080,1260.0,Bronze
olist_usr_76403,1260.0,Bronze
olist_usr_77187,1260.0,Bronze
olist_usr_27905,1260.0,Bronze
olist_usr_69347,1260.0,Bronze
olist_usr_69767,1260.0,Bronze
olist_usr_69035,1260.0,Bronze
olist_usr_35168,1260.0,Bronze
olist_usr_12631,1260.0,Bronze
olist_usr_46098,1260.0,Bronze
olist_usr_84581,1260.0,Bronze
olist_usr_92888,1260.0,Bronze
olist_usr_63626,1260.0,Bronze
olist_usr_63965,1260.0,Bronze
olist_usr_63984,1260.0,Bronze
olist_usr_22860,1260.0,Bronze
olist_usr_49705,1260.0,Bronze
olist_usr_49840,1260.0,Bronze
olist_usr_49866,1260.0,Bronze
olist_usr_78995,1260.0,Bronze
olist_usr_38080,1260.0,Bronze
olist_usr_30557,1260.0,Bronze
olist_usr_50276,1260.0,Bronze
olist_usr_13372,1260.0,Bronze
olist_usr_16500,1260.0,Bronze
olist_usr_82161,1260.0,Bronze
olist_usr_51357,1260.0,Bronze
olist_usr_51614,1260.0,Bronze
olist_usr_17943,1260.0,Bronze
olist_usr_65171,1260.0,Bronze
olist_usr_65084,1260.0,Bronze
olist_usr_36752,1260.0,Bronze
olist_usr_81880,1260.0,Bronze
olist_usr_16744,1260.0,Bronze
olist_usr_81708,1260.0,Bronze
olist_usr_80298,1260.0,Bronze
olist_usr_80221,1260.0,Bronze
olist_usr_79741,1260.0,Bronze
olist_usr_78235,1260.0,Bronze
olist_usr_36564,1260.0,Bronze
olist_usr_13088,1260.0,Bronze
olist_usr_51787,1260.0,Bronze
olist_usr_21651,1260.0,Bronze
olist_usr_89543,1260.0,Bronze
olist_usr_79507,1260.0,Bronze
olist_usr_79683,1260.0,Bronze
olist_usr_89787,1260.0,Bronze
olist_usr_21631,1260.0,Bronze
olist_usr_13816,1260.0,Bronze
olist_usr_22228,1260.0,Bronze
olist_usr_37475,1260.0,Bronze
olist_usr_37366,1260.0,Bronze
olist_usr_37003,1260.0,Bronze
olist_usr_37844,1260.0,Bronze
olist_usr_37535,1260.0,Bronze
olist_usr_95907,1260.0,Bronze
olist_usr_80499,1260.0,Bronze
olist_usr_17076,1260.0,Bronze
olist_usr_34227,1260.0,Bronze
olist_usr_25003,1260.0,Bronze
olist_usr_57838,1260.0,Bronze
olist_usr_14666,1260.0,Bronze
olist_usr_88104,1260.0,Bronze
olist_usr_33267,1260.0,Bronze
olist_usr_33229,1260.0,Bronze
olist_usr_34204,1260.0,Bronze
olist_usr_99767,1260.0,Bronze
olist_usr_99610,1260.0,Bronze
olist_usr_24705,1260.0,Bronze
olist_usr_10318,1260.0,Bronze
olist_usr_33075,1260.0,Bronze
olist_usr_32027,1260.0,Bronze
olist_usr_88874,1260.0,Bronze
olist_usr_88821,1260.0,Bronze
olist_usr_32625,1245.0,Bronze
olist_usr_32650,1245.0,Bronze
olist_usr_31925,1245.0,Bronze
olist_usr_31938,1245.0,Bronze
olist_usr_14930,1245.0,Bronze
olist_usr_88730,1245.0,Bronze
olist_usr_34144,1245.0,Bronze
olist_usr_34320,1245.0,Bronze
olist_usr_57207,1245.0,Bronze
olist_usr_57631,1245.0,Bronze
olist_usr_24837,1245.0,Bronze
olist_usr_33765,1245.0,Bronze
olist_usr_99547,1245.0,Bronze
olist_usr_36992,1245.0,Bronze
olist_usr_80459,1245.0,Bronze
olist_usr_95783,1245.0,Bronze
olist_usr_89721,1245.0,Bronze
olist_usr_81473,1245.0,Bronze
olist_usr_50582,1245.0,Bronze
olist_usr_94856,1245.0,Bronze
olist_usr_12424,1245.0,Bronze
olist_usr_17203,1245.0,Bronze
olist_usr_79711,1245.0,Bronze
olist_usr_79810,1245.0,Bronze
olist_usr_16786,1245.0,Bronze
olist_usr_51104,1245.0,Bronze
olist_usr_51121,1245.0,Bronze
olist_usr_51253,1245.0,Bronze
olist_usr_51334,1245.0,Bronze
olist_usr_26691,1245.0,Bronze
olist_usr_38337,1245.0,Bronze
olist_usr_78719,1245.0,Bronze
olist_usr_78737,1245.0,Bronze
