id_pedido,id_cliente,data_compra,produto_categoria,quantidade,preco_unitario,regiao_entrega
olist_ord_00127,olist_usr_14909,2026-06-09 00:00:00,cama_mesa_banho,2,95.5,Sudeste
olist_ord_00128,olist_usr_24866,2026-05-27 00:00:00,cama_mesa_banho,4,95.5,Norte
olist_ord_00129,olist_usr_52789,2026-04-05 00:00:00,beleza_saude,5,129.9,Nordeste
olist_ord_00130,olist_usr_75997,2026-06-16 00:00:00,cama_mesa_banho,4,95.5,Nordeste
olist_ord_00131,olist_usr_38460,2026-05-28 00:00:00,   cama_mesa_banho   ,3,95.5,Centro-Oeste
olist_ord_00132,olist_usr_58500,2026-01-28 00:00:00,beleza_saude,5,0.0,Nordeste
olist_ord_00133,olist_usr_78769,2026-01-03 00:00:00,cama_mesa_banho,1,95.5,Sul
olist_ord_00134,olist_usr_22128,2026-06-09 00:00:00,   relogios_presentes   ,4,420.0,  Sudeste 
olist_ord_00135,olist_usr_15202,2026-03-27 00:00:00,informatica_acessorios,3,389.0,Sudeste
olist_ord_00136,olist_usr_75327,2026-04-18 00:00:00,   automotivo   ,5,249.0,Sudeste
olist_ord_00137,olist_usr_57965,2026-06-19 00:00:00,informatica_acessorios,4,389.0,Norte
olist_ord_00138,olist_usr_41238,2026-04-27 00:00:00,beleza_saude,2,129.9,Norte
olist_ord_00139,olist_usr_89258,DATA_INVALIDA_SISTEMA,moveis_decoracao,90,189.9,Sul
olist_ord_00140,olist_usr_59240,2026-01-15 00:00:00,automotivo,69,249.0,Nordeste
olist_ord_00141,olist_usr_93583,2026-03-03 00:00:00,beleza_saude,4,129.9,Norte
olist_ord_00142,olist_usr_78837,2026-01-31 00:00:00,moveis_decoracao,5,189.9,Nordeste
olist_ord_00143,olist_usr_64289,2026-01-26 00:00:00,informatica_acessorios,5,389.0,Nordeste
olist_ord_00144,olist_usr_42544,2026-05-28 00:00:00,beleza_saude,4,129.9,  Norte 
olist_ord_00145,olist_usr_70064,2026-03-07 00:00:00,automotivo,5,249.0,Norte
olist_ord_00146,olist_usr_91176,2026-05-29 00:00:00,automotivo,2,249.0,Sul
olist_ord_00147,olist_usr_32413,2026-04-25 00:00:00,utilidades_domesticas,4,59.9,Centro-Oeste
olist_ord_00148,olist_usr_92341,2026-03-01 00:00:00,relogios_presentes,2,420.0,Sudeste
olist_ord_00149,olist_usr_95669,2026-03-04 00:00:00,cama_mesa_banho,2,95.5,Norte
olist_ord_00150,olist_usr_58899,2026-06-28 00:00:00,moveis_decoracao,3,189.9,Norte
olist_ord_00151,olist_usr_96891,2026-04-11 00:00:00,utilidades_domesticas,4,59.9,  Nordeste 
olist_ord_00152,olist_usr_98765,2026-06-16 00:00:00,cama_mesa_banho,5,95.5,Centro-Oeste
olist_ord_00153,olist_usr_79969,2026-04-10 00:00:00,cama_mesa_banho,2,95.5,Norte
olist_ord_00154,olist_usr_43033,2026-05-19 00:00:00,beleza_saude,3,129.9,Centro-Oeste
olist_ord_00155,olist_usr_11378,2026-04-29 00:00:00,cama_mesa_banho,4,95.5,Sudeste
olist_ord_00156,olist_usr_16503,2026-02-26 00:00:00,relogios_presentes,4,420.0,Nordeste
olist_ord_00157,olist_usr_52774,2026-05-11 00:00:00,automotivo,1,249.0,Sul
olist_ord_00158,olist_usr_69608,2026-02-06 00:00:00,utilidades_domesticas,1,59.9,Sudeste
olist_ord_00159,olist_usr_43617,2026-04-21 00:00:00,cama_mesa_banho,2,95.5,Centro-Oeste
olist_ord_00160,olist_usr_14814,2026-06-02 00:00:00,   beleza_saude   ,1,129.9,Centro-Oeste
olist_ord_00161,olist_usr_68335,2026-05-29 00:00:00,relogios_presentes,2,420.0,Sudeste
olist_ord_00162,olist_usr_33763,2026-04-22 00:00:00,informatica_acessorios,5,389.0,Centro-Oeste
olist_ord_00163,olist_usr_20000,2026-06-19 00:00:00,automotivo,2,249.0,Sul
olist_ord_00164,olist_usr_90824,2026-01-01 00:00:00,automotivo,1,249.0,Sul
olist_ord_00165,olist_usr_13274,2026-01-23 00:00:00,   utilidades_domesticas   ,5,59.9,Centro-Oeste
olist_ord_00166,olist_usr_59868,2026-04-17 00:00:00,automotivo,1,249.0,Centro-Oeste
olist_ord_00167,olist_usr_64232,2026-04-23 00:00:00,cama_mesa_banho,2,95.5,Sul
olist_ord_00168,,2026-06-01 00:00:00,beleza_saude,3,129.9,Centro-Oeste
olist_ord_00169,olist_usr_27279,2026-06-24 00:00:00,automotivo,61,249.0,Norte
olist_ord_00170,olist_usr_84904,2026-03-30 00:00:00,automotivo,1,249.0,Nordeste
olist_ord_00171,olist_usr_74940,2026-05-15 00:00:00,informatica_acessorios,2,389.0,Norte
olist_ord_00172,olist_usr_52736,2026-02-07 00:00:00,informatica_acessorios,5,389.0,Centro-Oeste
olist_ord_00173,olist_usr_19651,2026-02-16 00:00:00,moveis_decoracao,1,189.9,Centro-Oeste
olist_ord_00174,olist_usr_89439,2026-04-13 00:00:00,relogios_presentes,1,420.0,Nordeste
olist_ord_00175,olist_usr_94463,2026-06-12 00:00:00,cama_mesa_banho,4,95.5,Centro-Oeste
olist_ord_00176,olist_usr_17771,2026-03-03 00:00:00,   automotivo   ,2,249.0,Nordeste
olist_ord_00177,olist_usr_88996,2026-03-14 00:00:00,automotivo,3,249.0,  Sul 
olist_ord_00178,olist_usr_80173,DATA_INVALIDA_SISTEMA,beleza_saude,5,129.9,  Nordeste 
olist_ord_00179,olist_usr_50834,2026-04-12 00:00:00,moveis_decoracao,2,189.9,  Nordeste 
olist_ord_00180,olist_usr_13553,2026-05-28 00:00:00,relogios_presentes,5,420.0,Norte
olist_ord_00181,olist_usr_44117,2026-04-15 00:00:00,moveis_decoracao,1,189.9,Centro-Oeste
olist_ord_00182,olist_usr_99116,2026-02-13 00:00:00,utilidades_domesticas,4,59.9,Sul
olist_ord_00183,olist_usr_87058,2026-06-09 00:00:00,   relogios_presentes   ,4,420.0,Sudeste
olist_ord_00184,olist_usr_72137,2026-04-10 00:00:00,automotivo,3,249.0,Nordeste
olist_ord_00185,olist_usr_44890,2026-01-26 00:00:00,automotivo,4,249.0,Sudeste
olist_ord_00186,olist_usr_89428,2026-02-17 00:00:00,relogios_presentes,1,420.0,  Centro-Oeste 
olist_ord_00187,olist_usr_18689,2026-01-05 00:00:00,automotivo,3,249.0,  Nordeste 
olist_ord_00188,olist_usr_38063,2026-02-28 00:00:00,cama_mesa_banho,2,95.5,Sudeste
olist_ord_00189,olist_usr_67198,2026-03-02 00:00:00,relogios_presentes,4,420.0,Norte
olist_ord_00190,olist_usr_89598,2026-02-18 00:00:00,moveis_decoracao,3,189.9,Sudeste
olist_ord_00191,olist_usr_11363,2026-06-07 00:00:00,relogios_presentes,1,420.0,Norte
olist_ord_00192,olist_usr_26691,2026-05-25 00:00:00,automotivo,5,249.0,Sul
olist_ord_00193,olist_usr_12751,2026-03-11 00:00:00,cama_mesa_banho,5,95.5,Centro-Oeste
olist_ord_00194,olist_usr_17782,2026-01-15 00:00:00,cama_mesa_banho,1,95.5,Sudeste
olist_ord_00195,olist_usr_93184,2026-01-01 00:00:00,utilidades_domesticas,1,59.9,Nordeste
olist_ord_00196,olist_usr_22540,2026-05-21 00:00:00,moveis_decoracao,5,189.9,Centro-Oeste
olist_ord_00197,olist_usr_55991,2026-06-25 00:00:00,   informatica_acessorios   ,3,389.0,Sudeste
olist_ord_00198,olist_usr_80875,2026-05-08 00:00:00,informatica_acessorios,5,389.0,Nordeste
olist_ord_00199,olist_usr_37609,2026-06-11 00:00:00,relogios_presentes,1,420.0,  Nordeste 
olist_ord_00200,olist_usr_66655,2026-05-05 00:00:00,utilidades_domesticas,89,59.9,Nordeste
olist_ord_00201,,2026-06-07 00:00:00,beleza_saude,2,129.9,Nordeste
olist_ord_00202,olist_usr_73177,2026-01-19 00:00:00,relogios_presentes,4,420.0,Sudeste
olist_ord_00203,olist_usr_68396,2026-04-29 00:00:00,utilidades_domesticas,4,59.9,Sul
olist_ord_00204,olist_usr_26877,2026-03-05 00:00:00,moveis_decoracao,1,189.9,Norte
olist_ord_00205,olist_usr_28405,2026-03-07 00:00:00,moveis_decoracao,5,189.9,Norte
olist_ord_00206,olist_usr_58629,2026-02-26 00:00:00,moveis_decoracao,3,189.9,  Norte 
olist_ord_00207,olist_usr_56233,2026-02-13 00:00:00,   moveis_decoracao   ,4,189.9,Sul
olist_ord_00208,olist_usr_31471,2026-01-12 00:00:00,moveis_decoracao,5,189.9,Nordeste
olist_ord_00209,olist_usr_13302,2026-05-02 00:00:00,utilidades_domesticas,3,59.9,Nordeste
olist_ord_00210,olist_usr_89973,2026-06-17 00:00:00,utilidades_domesticas,4,59.9,Centro-Oeste
olist_ord_00211,olist_usr_90048,2026-01-24 00:00:00,cama_mesa_banho,3,95.5,Norte
olist_ord_00212,olist_usr_33511,2026-05-19 00:00:00,informatica_acessorios,5,389.0,Norte
olist_ord_00213,olist_usr_15022,2026-01-01 00:00:00,automotivo,2,249.0,Nordeste
olist_ord_00214,,2026-01-28 00:00:00,moveis_decoracao,5,189.9,Norte
olist_ord_00215,olist_usr_81691,2026-03-09 00:00:00,beleza_saude,1,129.9,Nordeste
olist_ord_00216,olist_usr_69269,2026-04-15 00:00:00,automotivo,3,249.0,Nordeste
olist_ord_00217,olist_usr_68398,2026-04-04 00:00:00,utilidades_domesticas,2,59.9,Nordeste
olist_ord_00218,olist_usr_71895,2026-05-04 00:00:00,beleza_saude,3,129.9,Sudeste
olist_ord_00219,olist_usr_79890,2026-05-04 00:00:00,beleza_saude,3,129.9,Sudeste
olist_ord_00220,olist_usr_45284,2026-01-22 00:00:00,beleza_saude,4,129.9,Sudeste
olist_ord_00221,olist_usr_58640,2026-06-06 00:00:00,cama_mesa_banho,1,95.5,Sudeste
olist_ord_00222,olist_usr_85692,2026-03-30 00:00:00,utilidades_domesticas,3,59.9,Sul
olist_ord_00223,olist_usr_32453,2026-02-14 00:00:00,beleza_saude,5,129.9,Centro-Oeste
olist_ord_00224,olist_usr_99294,2026-05-04 00:00:00,   moveis_decoracao   ,5,189.9,Centro-Oeste
olist_ord_00225,olist_usr_84374,2026-05-25 00:00:00,relogios_presentes,4,420.0,Nordeste
olist_ord_00226,olist_usr_47976,2026-03-20 00:00:00,beleza_saude,1,129.9,Norte
olist_ord_00227,olist_usr_23725,2026-02-08 00:00:00,cama_mesa_banho,1,95.5,Sudeste
olist_ord_00228,olist_usr_84873,2026-06-17 00:00:00,automotivo,5,249.0,Centro-Oeste
olist_ord_00229,olist_usr_86237,2026-01-28 00:00:00,utilidades_domesticas,2,59.9,Centro-Oeste
olist_ord_00230,olist_usr_53043,2026-05-10 00:00:00,   cama_mesa_banho   ,4,95.5,  Sudeste 
olist_ord_00231,olist_usr_87080,2026-06-04 00:00:00,beleza_saude,4,129.9,  Sul 
olist_ord_00232,olist_usr_74990,2026-05-29 00:00:00,utilidades_domesticas,5,59.9,Sul
olist_ord_00233,olist_usr_97050,2026-03-28 00:00:00,relogios_presentes,5,420.0,Centro-Oeste
olist_ord_00234,olist_usr_91863,2026-05-15 00:00:00,beleza_saude,59,129.9,Sul
olist_ord_00235,olist_usr_56809,2026-02-21 00:00:00,   cama_mesa_banho   ,2,95.5,  Sudeste 
olist_ord_00236,olist_usr_26705,2026-06-25 00:00:00,informatica_acessorios,1,389.0,Centro-Oeste
olist_ord_00237,olist_usr_73131,2026-05-06 00:00:00,moveis_decoracao,4,189.9,Sudeste
olist_ord_00238,olist_usr_86015,DATA_INVALIDA_SISTEMA,automotivo,4,249.0,  Sul 
olist_ord_00239,olist_usr_72456,2026-03-14 00:00:00,cama_mesa_banho,5,95.5,Sudeste
olist_ord_00240,olist_usr_86859,2026-05-20 00:00:00,utilidades_domesticas,1,59.9,Sul
olist_ord_00241,olist_usr_88473,2026-04-04 00:00:00,beleza_saude,4,129.9,Sul
olist_ord_00242,olist_usr_33089,2026-01-02 00:00:00,moveis_decoracao,1,189.9,Sudeste
olist_ord_00243,olist_usr_77238,2026-01-17 00:00:00,beleza_saude,1,129.9,Sul
olist_ord_00244,olist_usr_85940,2026-05-05 00:00:00,utilidades_domesticas,5,59.9,Nordeste
olist_ord_00245,olist_usr_83916,2026-05-11 00:00:00,beleza_saude,1,129.9,Sudeste
olist_ord_00246,olist_usr_97526,2026-01-21 00:00:00,informatica_acessorios,2,389.0,Nordeste
olist_ord_00247,olist_usr_71396,2026-03-19 00:00:00,moveis_decoracao,2,189.9,  Sudeste 
olist_ord_00248,olist_usr_13877,2026-03-20 00:00:00,moveis_decoracao,3,189.9,Sul
olist_ord_00249,olist_usr_94256,2026-02-20 00:00:00,utilidades_domesticas,5,59.9,Sul
olist_ord_00250,olist_usr_83212,2026-04-16 00:00:00,automotivo,3,249.0,  Centro-Oeste 
olist_ord_00251,olist_usr_41818,2026-04-15 00:00:00,informatica_acessorios,2,389.0,Centro-Oeste
olist_ord_00252,olist_usr_58555,2026-01-10 00:00:00,   cama_mesa_banho   ,3,95.5,Nordeste
olist_ord_00253,olist_usr_52368,2026-04-26 00:00:00,beleza_saude,5,129.9,Sul
olist_ord_00254,olist_usr_58180,2026-02-24 00:00:00,relogios_presentes,5,420.0,Centro-Oeste
olist_ord_00255,olist_usr_99666,2026-02-05 00:00:00,beleza_saude,1,129.9,Sul
olist_ord_00256,olist_usr_59421,2026-02-20 00:00:00,   beleza_saude   ,4,129.9,Sudeste
olist_ord_00257,olist_usr_36620,2026-03-15 00:00:00,cama_mesa_banho,1,95.5,Centro-Oeste
olist_ord_00258,olist_usr_70539,2026-01-17 00:00:00,beleza_saude,5,129.9,Nordeste
olist_ord_00259,olist_usr_27077,2026-03-02 00:00:00,informatica_acessorios,2,389.0,Centro-Oeste
olist_ord_00260,olist_usr_22663,2026-04-01 00:00:00,informatica_acessorios,2,389.0,Sul
olist_ord_00261,olist_usr_93335,2026-05-21 00:00:00,moveis_decoracao,1,189.9,Norte
olist_ord_00262,olist_usr_57285,2026-04-05 00:00:00,utilidades_domesticas,5,59.9,Norte
olist_ord_00263,olist_usr_61235,2026-03-21 00:00:00,automotivo,2,249.0,Sul
olist_ord_00264,olist_usr_27619,2026-04-13 00:00:00,relogios_presentes,5,420.0,Sudeste
olist_ord_00265,olist_usr_79503,2026-02-17 00:00:00,beleza_saude,2,129.9,Centro-Oeste
olist_ord_00266,olist_usr_67477,2026-03-27 00:00:00,beleza_saude,5,129.9,Norte
olist_ord_00267,olist_usr_37488,2026-03-11 00:00:00,cama_mesa_banho,3,95.5,Sudeste
olist_ord_00268,olist_usr_88747,2026-02-16 00:00:00,utilidades_domesticas,5,59.9,Sul
olist_ord_00269,olist_usr_31169,2026-01-10 00:00:00,   informatica_acessorios   ,5,389.0,Sudeste
